_id,transition_date,transition_hour,transport_type_id,road_type,line,transfer_type,number_of_passage,number_of_passenger,product_kind,transaction_type_desc,town,line_name
7182,2024-04-08,00,1,OTOYOL,CEVIZLIBAG-4.LEVENT,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,500L
7183,2024-04-08,00,1,OTOYOL,BESIKTAS - MECIDIYEKOY,Normal,3,3,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,30M
7184,2024-04-08,00,1,OTOYOL,KADIKOY-SARIGAZI-YENIDOGAN,Normal,5,5,INDIRIMLI1,Indirimli Abonman,SARIYER,19S
7185,2024-04-08,00,1,OTOYOL,ESENTEPE MAH. - BEYAZIT,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,36ES
7186,2024-04-08,00,1,OTOYOL,K.S.S EGT.ARS.HST.-MECIDIYEKOY,Normal,1,1,INDIRIMLI1,Tam Kontur,BAKIRKOY,141M
7187,2024-04-08,00,1,OTOYOL,YENIBOSNA (KUYUMCUKENT) - YENIKAPI,Aktarma,2,2,TAM,Tam Aktarma,BAKIRKOY,31
7188,2024-04-08,00,2,RAYLI,TAKSIM - KABATAS,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BEYOGLU,F1
7189,2024-04-08,00,1,OTOYOL,ATESTUGLA - MECIDIYEKOY,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,92Åž
7190,2024-04-08,00,1,OTOYOL,S.GOKCEN HAVA ALANI-UYDUKENT-4.LEVENT METRO,Normal,2,2,UCRETSIZ,Ucretsiz,BAKIRKOY,E-3
7191,2024-04-08,00,1,OTOYOL,BAHCEKOY-TAKSIM,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,42T
7192,2024-04-08,00,1,OTOYOL,BOGAZKOY-BAHCESEHIR-YENIKAPI,Normal,3,3,INDIRIMLI1,Tam Kontur,BEYKOZ,146T
7193,2024-04-08,00,2,RAYLI,HALKALI - GEBZE,Normal,1,1,INDIRIMLI1,Indirimli Abonman,PENDIK,MARMARAY
7194,2024-04-08,00,1,OTOYOL,DERESEKI /BEYKOZ - KADIKOY,Normal,2,2,TAM,Tam Abonman,BAKIRKOY,15BK
7195,2024-04-08,00,1,OTOYOL,HALKALI EGT.ARS.HAST - BAKIRKOY,Normal,3,3,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,98S
7196,2024-04-08,00,1,OTOYOL,KADIKOY-KURTKOY-SABIHA GOKCEN HAVA ALANI,Normal,1,1,INDIRIMLI2,Tam Kontur,BAKIRKOY,E-10
7197,2024-04-08,00,1,OTOYOL,KADIKOY-SARIGAZI-YENIDOGAN,Normal,6,6,TAM,Tam Kontur,SARIYER,19S
7198,2024-04-08,00,1,OTOYOL,KADIKOY-CAKMAK MAH-ATASEHIR,Normal,23,23,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,13
7199,2024-04-08,00,1,OTOYOL,CIHANGIR MAH. - AVCILAR - OTOGAR,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,76O
7200,2024-04-08,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,UCRETSIZ,Ucretsiz,BAHCELIEVLER,34
7201,2024-04-08,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,TAM,Tam Kontur,KUCUKCEKMECE,34
7202,2024-04-08,00,1,OTOYOL,CIHANGIR MAH. - AVCILAR - OTOGAR,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,76O
7203,2024-04-08,00,1,OTOYOL,SULTANBEYLI(GOLET)- KADIKOY,Normal,1,1,PERSONEL,Tam Abonman,BAKIRKOY,18K
7204,2024-04-08,00,1,OTOYOL,ISTINYE DEREICI - FERAHEVLER - KABATAS,Normal,1,1,INDIRIMLI1,Tam Kontur,BAKIRKOY,29D
7205,2024-04-08,00,1,OTOYOL,MESCIDI SELAM - BESIKTAS,Normal,2,2,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,36L
7206,2024-04-08,00,1,OTOYOL,YUZYIL MAH. - BAKIRKOY,Normal,1,1,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,98Y
7207,2024-04-08,00,1,OTOYOL,BAHCEKOY-TAKSIM,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,42T
7208,2024-04-08,00,1,OTOYOL,TUZLA-TOPKAPI,Normal,31,31,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,500T
7209,2024-04-08,00,2,RAYLI,BAHARIYE-OLIMPIYAT,Normal,1,1,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,M9
7210,2024-04-08,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,TAM,Tam Kontur,ZEYTINBURNU,34
7211,2024-04-08,00,1,OTOYOL,ORTAKOY-DEREBOYU- TAKSIM,Aktarma,5,5,TAM,Tam Aktarma,BAKIRKOY,DT2
7212,2024-04-08,00,2,RAYLI,TOPKAPI-HABIBLER,Normal,1,1,INDIRIMLI1,Indirimli Kontur,ZEYTINBURNU,T4
7213,2024-04-08,00,1,OTOYOL,KADIKOY-USKUDAR,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,12A
7214,2024-04-08,00,1,OTOYOL,GUNESLI-EMINONU,Normal,11,8,TAM,Tam Kontur,BAKIRKOY,97GE
7215,2024-04-08,00,1,OTOYOL,K.S.S EGT.ARS.HST.-MECIDIYEKOY,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,141M
7216,2024-04-08,00,1,OTOYOL,KAVAKPINAR - PENDIK METRO/YHT/PENDIK,Normal,7,4,TAM,Tam Kontur,BAKIRKOY,KM24
7217,2024-04-08,00,2,RAYLI,KIRAZLI-BASAKSEHIR/METROKENT,Aktarma,1,1,TAM,Tam Aktarma,GUNGOREN,M3
7218,2024-04-08,00,1,OTOYOL,CEBECI - TAKSIM,Normal,1,1,TAM,Tam Abonman,KARTAL,36T
7219,2024-04-08,00,2,RAYLI,KADIKOY-KARTAL,Normal,1,1,INDIRIMLI1,Indirimli Kontur,PENDIK,M4
7220,2024-04-08,00,1,OTOYOL,BASAKSEHIR 4.ETAP - BAKIRKOY,Normal,3,3,UCRETSIZ,Ucretsiz,BAKIRKOY,98
7221,2024-04-08,00,1,OTOYOL,SARIYER-HACIOSMAN-MECIDIYEKOY-TAKSIM,Normal,3,3,INDIRIMLI1,Indirimli Abonman,ATASEHIR,25G
7222,2024-04-08,00,1,OTOYOL,GIYIMKENT-TURGUT REIS-BAKIRKOY,Normal,2,2,INDIRIMLI1,Indirimli Abonman,KUCUKCEKMECE,98G
7223,2024-04-08,00,1,OTOYOL,KADIKOY-SARIGAZI-YENIDOGAN,Normal,22,20,TAM,Tam Kontur,BAKIRKOY,19S
7224,2024-04-08,00,1,OTOYOL,CEBECI - TAKSIM,Aktarma,2,2,INDIRIMLI1,Indirimli Aktarma,KARTAL,36T
7225,2024-04-08,00,1,OTOYOL,SULTANBEYLI-MECIDIYEKOY,Normal,6,6,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,522ST
7226,2024-04-08,00,1,OTOYOL,GUNESLI-EMINONU,Normal,5,5,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,97GE
7227,2024-04-08,00,1,OTOYOL,TOPKAPI - GOKTURK,Normal,2,2,TAM,Tam Kontur,KAGITHANE,48A
7228,2024-04-08,00,1,OTOYOL,CEVIZLIBAG - SOGUTLUCESME ,Normal,4,4,TAM,Tam Kontur,KADIKOY,34A
7229,2024-04-08,00,1,OTOYOL,HADIMKOY- I.U AVCILAR KAMPUS,Aktarma,1,1,UCRETSIZ,Tam Aktarma,BAKIRKOY,418
7230,2024-04-08,00,1,OTOYOL,USKUDAR-YENI MAHALLE,Normal,2,2,UCRETSIZ,Ucretsiz,BAKIRKOY,15Y
7231,2024-04-08,00,2,RAYLI,HALKALI - GEBZE,Normal,1,1,TAM,Tam Kontur,MALTEPE,MARMARAY
7232,2024-04-08,00,1,OTOYOL,USKUDAR-GUZELTEPE-UMRANIYE DEVLET HASTANESI,Normal,7,7,UCRETSIZ,Ucretsiz,BAKIRKOY,15B
7233,2024-04-08,00,1,OTOYOL,TASOLUK PERONLAR- TEKSTILKENT METRO,Normal,6,4,TAM,Tam Kontur,EYUPSULTAN,336G
7234,2024-04-08,00,1,OTOYOL,EYUPSULTAN-VEZNECILER,Normal,2,2,UCRETSIZ,Ucretsiz,BAKIRKOY,86V
7235,2024-04-08,00,2,RAYLI,KABATAS-BAGCILAR,Aktarma,1,1,TAM,Tam Aktarma,ZEYTINBURNU,T1
7236,2024-04-08,00,2,RAYLI,BAHARIYE-OLIMPIYAT,Normal,1,1,UCRETSIZ,Ucretsiz,BASAKSEHIR,M9
7237,2024-04-08,00,1,OTOYOL,YENIDOGAN-TOPKAPI KALEICI,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,522B
7238,2024-04-08,00,1,OTOYOL,HAREM-U.MUMCU MAH,Normal,3,3,INDIRIMLI1,Indirimli Abonman,KARTAL,16U
7239,2024-04-08,00,1,OTOYOL,GUNESLI - BEYAZIT,Normal,13,10,TAM,Tam Kontur,BAKIRKOY,97
7240,2024-04-08,00,1,OTOYOL,GULTEPE - SISLI,Normal,3,3,UCRETSIZ,Ucretsiz,BAKIRKOY,65G
7241,2024-04-08,00,1,OTOYOL,TUZLA-TOPKAPI,Normal,2,2,TAM,Tam Abonman,BAKIRKOY,500T
7242,2024-04-08,00,1,OTOYOL,ISTINYE DEREICI-TAKSIM,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,40T
7243,2024-04-08,00,1,OTOYOL,SULTANBEYLI-MECIDIYEKOY,Normal,12,12,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,522ST
7244,2024-04-08,00,1,OTOYOL,SILIVRI-AVCILAR,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,303A
7245,2024-04-08,00,1,OTOYOL,GUNESLI - BEYAZIT,Normal,2,2,TAM,Tam Abonman,BAKIRKOY,97
7246,2024-04-08,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,2,2,INDIRIMLI1,Indirimli Abonman,BAHCELIEVLER,34
7247,2024-04-08,00,1,OTOYOL,RUMELIHISARUSTU-TAKSIM,Normal,3,3,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,559C
7248,2024-04-08,00,2,RAYLI,USKUDAR-CEKMEKOY,Normal,6,5,TAM,Tam Kontur,UMRANIYE,M5
7249,2024-04-08,00,1,OTOYOL,KIRAC-AVCILAR METROBUS,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,429A
7250,2024-04-08,00,1,OTOYOL,BASAKSEHIR METROKENT-EMINONU,Normal,3,3,TAM,Tam Kontur,BAKIRKOY,78
7251,2024-04-08,00,1,OTOYOL,ISTINYE DEREICI - KABATAS,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,22
7252,2024-04-08,00,1,OTOYOL,KADIKOY-ESENSEHIR,Normal,3,3,UCRETSIZ,Ucretsiz,BAKIRKOY,14ES
7253,2024-04-08,00,1,OTOYOL,SULTANBEYLI M.SINAN-SAMANDIRA-USKUDAR,Normal,5,4,TAM,Tam Kontur,BAKIRKOY,320A
7254,2024-04-08,00,1,OTOYOL,GURPINARâ€“ AVCILAR METROBUS,Normal,2,2,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,458
7255,2024-04-08,00,2,RAYLI,BAHARIYE-OLIMPIYAT,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,M9
7256,2024-04-08,00,1,OTOYOL,BASAKSEHIR 4.ETAP - BAKIRKOY,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,98
7257,2024-04-08,00,1,OTOYOL,ADEM YAVUZ MAH-ZIVERBEY-KADIKOY,Normal,10,10,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,14B
7258,2024-04-08,00,1,OTOYOL,YENIDOGAN-TOPKAPI KALEICI,Normal,2,2,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,522B
7259,2024-04-08,00,1,OTOYOL,KAGITHANE - KABATAS,Normal,2,2,TAM,Tam Kontur,BAKIRKOY,62
7260,2024-04-08,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,INDIRIMLI1,Indirimli Abonman,EYUPSULTAN,34
7261,2024-04-08,00,2,RAYLI,KIRAZLI-BASAKSEHIR/METROKENT,Normal,2,2,TAM,Tam Kontur,BAGCILAR,M3
7262,2024-04-08,00,2,RAYLI,KADIKOY-KARTAL,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,MALTEPE,M4
7263,2024-04-08,00,1,OTOYOL,KIRAC-AVCILAR METROBUS,Normal,2,2,INDIRIMLI1,Tam Kontur,BAKIRKOY,429A
7264,2024-04-08,00,1,OTOYOL,CATALCA-AVCILAR METROBUS,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,401
7265,2024-04-08,00,1,OTOYOL,USKUDAR-GUZELTEPE-UMRANIYE DEVLET HASTANESI,Normal,6,5,TAM,Tam Kontur,BAKIRKOY,15B
7266,2024-04-08,00,2,RAYLI,KADIKOY-KARTAL,Normal,1,1,INDIRIMLI1,Indirimli Abonman,MALTEPE,M4
7267,2024-04-08,00,1,OTOYOL,SULTANBEYLI M.SINAN-SAMANDIRA-USKUDAR,Normal,3,3,UCRETSIZ,Ucretsiz,BAKIRKOY,320A
7268,2024-04-08,00,1,OTOYOL,BASAKSEHIR METROKENT-EMINONU,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,78
7269,2024-04-08,00,1,OTOYOL,KADIKOY-SIFA MAHALLESI,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,130Åž
7270,2024-04-08,00,1,OTOYOL,SULTANBEYLI-MECIDIYEKOY,Normal,3,3,INDIRIMLI1,Tam Kontur,BAKIRKOY,522ST
7271,2024-04-08,00,1,OTOYOL,ALEMDAR-HALICIOGLU,Normal,16,16,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,522
7272,2024-04-08,00,1,OTOYOL,TUZLA DENIZ HARP OKULU-KARTAL METRO-CEVIZLI,Aktarma,2,2,INDIRIMLI1,Indirimli Aktarma,SARIYER,KM12
7273,2024-04-08,00,1,OTOYOL,BEYKOZ-MECIDIYEKOY,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,BAKIRKOY,121A
7274,2024-04-08,00,1,OTOYOL,BOGAZKOY-BAHCESEHIR-YENIKAPI,Normal,2,2,INDIRIMLI1,Indirimli Kontur,BEYKOZ,146T
7275,2024-04-08,00,1,OTOYOL,BOGAZKOY-BAHCESEHIR-YENIKAPI,Aktarma,1,1,TAM,Tam Aktarma,BEYKOZ,146T
7276,2024-04-08,00,2,RAYLI,KABATAS-BAGCILAR,Aktarma,3,3,TAM,Tam Aktarma,BAKIRKOY,T1
7277,2024-04-08,00,1,OTOYOL,ISTINYE DEREICI-TAKSIM,Normal,2,2,INDIRIMLI1,Tam Kontur,BAKIRKOY,40T
7278,2024-04-08,00,1,OTOYOL,EYUPSULTAN-VEZNECILER,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,BAKIRKOY,86V
7279,2024-04-08,00,1,OTOYOL,CIHANGIR MAH. - AVCILAR - OTOGAR,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,76O
7280,2024-04-08,00,1,OTOYOL,KADIKOY-USKUDAR,Normal,16,15,TAM,Tam Kontur,BAKIRKOY,12A
7281,2024-04-08,00,1,OTOYOL,HALKALI ISTASYON - EMINONU,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,BN1
7282,2024-04-08,00,1,OTOYOL,SAHINTEPE - AVCILAR-CIHANGIR MAH.,Normal,10,6,TAM,Tam Kontur,KUCUKCEKMECE,147
7283,2024-04-08,00,1,OTOYOL,ISTINYE DEREICI - FERAHEVLER - KABATAS,Normal,2,2,TAM,Tam Kontur,BAKIRKOY,29D
7284,2024-04-08,00,1,OTOYOL,KADIKOY-RASATHANE-ANADOLU HISARI,Aktarma,7,7,TAM,Tam Aktarma,BAKIRKOY,14R
7285,2024-04-08,00,1,OTOYOL,CEBECI - TAKSIM,Normal,7,7,TAM,Tam Kontur,ATASEHIR,36T
7286,2024-04-08,00,1,OTOYOL,KADIKOY-PENDIK,Aktarma,2,2,TAM,Tam Aktarma,KARTAL,17
7287,2024-04-08,00,1,OTOYOL,SULTANBEYLI-UMRANIYE,Normal,2,2,INDIRIMLI1,Indirimli Abonman,SARIYER,131
7288,2024-04-08,00,1,OTOYOL,KADIKOY-UMRANIYE TEPEUSTU,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,20Ãœ
7289,2024-04-08,00,1,OTOYOL,BAHCESEHIRI / ESENKENT - TAKSIM,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Abonman,BAKIRKOY,76D
7290,2024-04-08,00,2,RAYLI,YENIKAPI - HAVALIMANI,Normal,2,2,TAM,Tam Kontur,BAKIRKOY,M1
7291,2024-04-08,00,1,OTOYOL,ESENTEPE MAH. - BEYAZIT,Normal,5,5,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,36ES
7292,2024-04-08,00,1,OTOYOL,GUNESLI-MECIDIYEKOY,Aktarma,1,1,TAM,Tam Aktarma,BAKIRKOY,97M
7293,2024-04-08,00,1,OTOYOL,KADIKOY-USKUDAR,Normal,4,4,UCRETSIZ,Ucretsiz,BAKIRKOY,12A
7294,2024-04-08,00,1,OTOYOL,GUNESLI-MECIDIYEKOY,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,97M
7295,2024-04-08,00,1,OTOYOL,SULTAN CIFTLIGI - EMINONU,Normal,13,13,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,336E
7296,2024-04-08,00,1,OTOYOL,SILIVRI-AVCILAR,Normal,6,6,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,303A
7297,2024-04-08,00,1,OTOYOL,KADIKOY-RASATHANE-ANADOLU HISARI,Normal,1,1,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,14R
7298,2024-04-08,00,1,OTOYOL,KADIKOY-KAYISDAGI,Normal,1,1,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,319
7299,2024-04-08,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,AVCILAR,34
7300,2024-04-08,00,1,OTOYOL,KADIKOY-ALEMDAG,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,14A
7301,2024-04-08,00,1,OTOYOL,TASOLUK PERONLAR- TEKSTILKENT METRO,Normal,5,5,INDIRIMLI1,Indirimli Abonman,EYUPSULTAN,336G
7302,2024-04-08,00,1,OTOYOL,DERESEKI /BEYKOZ - KADIKOY,Normal,1,1,UCRETSIZ,Ucretsiz,BAKIRKOY,15BK
7303,2024-04-08,00,2,RAYLI,YENIKAPI - HAVALIMANI,Aktarma,1,1,TAM,Tam Aktarma,GUNGOREN,M1
7304,2024-04-08,00,1,OTOYOL,YUNUS EMRE MAHALLESI-VEZNECILER,Aktarma,3,3,TAM,Tam Aktarma,BAKIRKOY,38B
7305,2024-04-08,00,1,OTOYOL,TOKATKOY - KADIKOY,Normal,2,2,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,15TK
7306,2024-04-08,00,1,OTOYOL,BOGAZKOY-BAHCESEHIR-YENIKAPI,Normal,1,1,INDIRIMLI1,Tam Kontur,KUCUKCEKMECE,146T
7307,2024-04-08,00,2,RAYLI,KIRAZLI-BASAKSEHIR/METROKENT,Normal,1,1,UCRETSIZ,Tam Kontur,GUNGOREN,M3
7308,2024-04-08,00,1,OTOYOL,BOGAZKOY MH.-BAHCESEHIR-BAKIRKOY,Aktarma,3,3,TAM,Tam Aktarma,BAKIRKOY,146
7309,2024-04-08,00,1,OTOYOL,KAGITHANE - KABATAS,Normal,9,9,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,62
7310,2024-04-08,00,1,OTOYOL,KIRAC-AVCILAR METROBUS,Aktarma,6,6,TAM,Tam Aktarma,BAKIRKOY,429A
7311,2024-04-08,00,1,OTOYOL,BAHCEKOY-TAKSIM,Aktarma,2,2,TAM,Tam Aktarma,BAKIRKOY,42T
7312,2024-04-08,00,2,RAYLI,KABATAS-BAGCILAR,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAGCILAR,T1
7313,2024-04-08,00,1,OTOYOL,YUZYIL MAH. - BAKIRKOY,Normal,2,2,INDIRIMLI2,Indirimli Tip 2 Kontur,KUCUKCEKMECE,98Y
7314,2024-04-08,00,1,OTOYOL,HACI OSMAN METRO -  RUMELI FENERI,Normal,4,1,INDIRIMLI1,Tam Kontur,SARIYER,150
7315,2024-04-08,00,1,OTOYOL,BOGAZKOY-BAHCESEHIR-YENIKAPI,Normal,10,7,TAM,Tam Kontur,KUCUKCEKMECE,146T
7316,2024-04-08,00,1,OTOYOL,GUNESLI-MECIDIYEKOY,Normal,10,9,TAM,Tam Kontur,BAKIRKOY,97M
7317,2024-04-08,00,1,OTOYOL,ZEYTINBURNU-TAKSIM,Normal,2,2,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,93T
7318,2024-04-08,00,1,OTOYOL,TUZLA-TOPKAPI,Normal,6,6,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,500T
7319,2024-04-08,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,1,1,UCRETSIZ,Ucretsiz,BUYUKCEKMECE,34
7320,2024-04-08,00,1,OTOYOL,SULTANBEYLI-UMRANIYE,Normal,3,3,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,131
7321,2024-04-08,00,1,OTOYOL,YUNUS EMRE MAHALLESI-VEZNECILER,Normal,12,12,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,38B
7322,2024-04-08,00,1,OTOYOL,SULTANBEYLI GOLET-HAREM USKUDAR,Normal,6,6,TAM,Tam Kontur,PENDIK,18Ãœ
7323,2024-04-08,00,1,OTOYOL,HACI OSMAN METRO -  RUMELI FENERI,Normal,7,6,TAM,Tam Kontur,SARIYER,150
7324,2024-04-08,00,1,OTOYOL,MESCIDI SELAM - BESIKTAS,Aktarma,2,2,TAM,Tam Aktarma,BAKIRKOY,36L
7325,2024-04-08,00,1,OTOYOL,KADIKOY-SARIGAZI-YENIDOGAN,Aktarma,3,3,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,19S
7326,2024-04-08,00,1,OTOYOL,TUZLA-TOPKAPI,Normal,1,1,PERSONEL,Tam Abonman,BAKIRKOY,500T
7327,2024-04-08,00,1,OTOYOL,KADIKOY-SARIGAZI-YENIDOGAN,Normal,2,2,INDIRIMLI1,Tam Kontur,BAKIRKOY,19S
7328,2024-04-08,00,2,RAYLI,HALKALI - GEBZE,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,MARMARAY
7329,2024-04-08,00,2,RAYLI,TOPKAPI-HABIBLER,Normal,2,2,INDIRIMLI1,Indirimli Abonman,GAZIOSMANPASA,T4
7330,2024-04-08,00,1,OTOYOL,BOGAZKOY-BAHCESEHIR-YENIKAPI,Normal,2,2,UCRETSIZ,Ucretsiz,KUCUKCEKMECE,146T
7331,2024-04-08,00,1,OTOYOL,AYAZAGAKOYU-DAVUTPASA-YTU KAMPUSU,Normal,1,1,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,41AT
7332,2024-04-08,00,1,OTOYOL,KARTAL - KAYNARCA - VELIBABA MAH.,Normal,3,3,TAM,Tam Kontur,BAKIRKOY,132V
7333,2024-04-08,00,1,OTOYOL,GULTEPE - SISLI,Normal,3,3,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,65G
7334,2024-04-08,00,1,OTOYOL,BEYKOZ-MECIDIYEKOY,Normal,1,1,TAM,Tam Kontur,BAKIRKOY,121A
7335,2024-04-08,00,1,OTOYOL,BAHCESEHIRI / ESENKENT - TAKSIM,Normal,26,20,TAM,Tam Kontur,BAKIRKOY,76D
7336,2024-04-08,00,2,RAYLI,TAKSIM - KABATAS,Normal,2,2,TAM,Tam Kontur,BEYOGLU,F1
7337,2024-04-08,00,1,OTOYOL,SULTANBEYLI GOLET-HAREM USKUDAR,Normal,11,11,INDIRIMLI1,Indirimli Abonman,PENDIK,18Ãœ
7338,2024-04-08,00,1,OTOYOL,HACI OSMAN METRO -  RUMELI FENERI,Normal,1,1,INDIRIMLI1,Indirimli Abonman,SARIYER,150
7339,2024-04-08,00,1,OTOYOL,YENIDOGAN/ATASEHIR - KADIKOY,Aktarma,2,2,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,19EK
7340,2024-04-08,00,2,RAYLI,KADIKOY-KARTAL,Normal,1,1,INDIRIMLI1,Indirimli Abonman,USKUDAR,M4
7341,2024-04-08,00,1,OTOYOL,SULTANBEYLI M.SINAN-SAMANDIRA-USKUDAR,Normal,2,2,INDIRIMLI1,Indirimli Kontur,BAKIRKOY,320A
7342,2024-04-08,00,1,OTOYOL,KAVAKPINAR - PENDIK METRO/YHT/PENDIK,Normal,2,2,INDIRIMLI1,Tam Kontur,BAKIRKOY,KM24
7343,2024-04-08,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,4,4,TAM,Tam Kontur,BAHCELIEVLER,34
7344,2024-04-08,00,1,OTOYOL,YESILPINAR - YENIKAPI,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,KAGITHANE,39D
7345,2024-04-08,00,1,OTOYOL,KADIKOY-YENIDOGAN,Normal,3,3,TAM,Tam Abonman,KARTAL,14
7346,2024-04-08,00,2,RAYLI,YENIKAPI - HAVALIMANI,Normal,1,1,UCRETSIZ,Ucretsiz,ESENLER,M1
7347,2024-04-08,00,2,RAYLI,YENIKAPI - HAVALIMANI,Normal,1,1,INDIRIMLI1,Indirimli Abonman,FATIH,M1
7348,2024-04-08,00,1,OTOYOL,GURPINARâ€“ AVCILAR METROBUS,Aktarma,1,1,INDIRIMLI1,Indirimli Aktarma,BAKIRKOY,458
7349,2024-04-08,00,1,OTOYOL,ZEYTINBURNU-TAKSIM,Normal,9,8,TAM,Tam Kontur,BAKIRKOY,93T
7350,2024-04-08,00,2,RAYLI,USKUDAR-CEKMEKOY,Normal,1,1,INDIRIMLI1,Indirimli Kontur,UMRANIYE,M5
7351,2024-04-08,00,1,OTOYOL,UMRANIYE DEV.HAST-CAKMAK MAH-ATASEHIR-USTBOSTANCI,Normal,2,1,UCRETSIZ,Tam Kontur,BAKIRKOY,10
7352,2024-04-08,00,1,OTOYOL,GULTEPE - SISLI,Normal,1,1,TAM,Tam Abonman,BAKIRKOY,65G
7353,2024-04-08,00,1,OTOYOL,AVCILAR-ZINCIRLIKUYU,Normal,6,6,INDIRIMLI1,Indirimli Kontur,KUCUKCEKMECE,34
7354,2024-04-08,00,1,OTOYOL,KADIKOY-FINDIKLI MAHALLESI-YEDITEPE UNIVERSITESI,Normal,2,2,INDIRIMLI2,Indirimli Tip 2 Kontur,BAKIRKOY,19F
7355,2024-04-08,00,1,OTOYOL,KADIKOY-RASATHANE-ANADOLU HISARI,Normal,16,16,INDIRIMLI1,Indirimli Abonman,BAKIRKOY,14R
7356,2024-04-08,00,1,OTOYOL,KADIKOY-SIFA MAHALLESI,Aktarma,5,5,TAM,Tam Aktarma,BAKIRKOY,130Åž
7357,2024-04-08,00,2,RAYLI,KABATAS-BAGCILAR,Aktarma,1,1,INDIRIMLI1,Tam Aktarma,BAKIRKOY,T1
